customer_id,signup_date,country,device,acquisition_channel,plan,gross_mrr,discount_rate,net_mrr,monthly_sessions,support_tickets_last_90d,nps_score,is_churned,churn_date
C00783,2025-06-06,Nigeria,Mobile,Paid Social,Basic,99.0,0.236,75.64,15,2,5,1,2026-09-29
C00784,2025-02-18,South Africa,Mobile,Referral,Standard,179.0,0.061,168.08,20,1,7,0,
C00785,2024-01-10,Kenya,Desktop,Organic,Premium,299.0,0.075,276.58,24,0,5,0,
C00786,2024-03-13,United Kingdom,Mobile,Organic,Basic,99.0,0.066,92.47,14,3,6,0,
C00787,2024-12-12,South Africa,Mobile,Organic,Basic,99.0,0.046,94.45,12,4,8,1,2025-11-11
C00788,2025-07-04,India,Desktop,Organic,Standard,179.0,0.029,173.81,30,1,7,1,2026-08-01
C00789,2025-09-20,Nigeria,Mobile,Paid Search,Basic,99.0,0.023,96.72,1,2,8,0,
C00790,2024-11-24,South Africa,Desktop,Paid Social,Basic,99.0,0.216,77.62,16,1,5,0,
C00791,2024-08-13,Nigeria,Mobile,Paid Social,Standard,179.0,0.014,176.49,17,0,4,0,
C00792,2026-01-07,United Kingdom,Mobile,Paid Search,Standard,179.0,0.085,163.78,24,0,5,0,
C00793,2024-12-15,USA,Mobile,Paid Search,Basic,99.0,0.034,95.63,6,0,4,0,
C00794,2024-08-28,South Africa,Desktop,Organic,Basic,99.0,0.025,96.52,14,1,6,1,2025-11-28
C00795,2024-12-03,Nigeria,Mobile,Organic,Premium,299.0,0.029,290.33,23,0,8,0,
C00796,2024-01-10,Kenya,Desktop,Partner,Standard,179.0,0.238,136.4,30,3,3,1,2024-08-07
C00797,2024-08-18,Nigeria,Desktop,Referral,Premium,299.0,0.016,294.22,27,0,7,0,
C00798,2025-01-27,South Africa,Desktop,Partner,Basic,99.0,0.224,76.82,9,1,10,0,
C00799,2025-11-30,USA,Mobile,Referral,Premium,299.0,0.045,285.54,20,1,10,0,
C00800,2025-07-16,USA,Mobile,Paid Social,Standard,179.0,0.006,177.93,28,0,7,1,2026-03-02
C00801,2025-08-18,Nigeria,Mobile,Partner,Basic,99.0,0.194,79.79,8,1,7,0,
C00802,2025-02-19,Nigeria,Mobile,Paid Search,Premium,299.0,0.176,246.38,23,1,9,0,
C00803,2024-03-25,South Africa,Desktop,Organic,Standard,179.0,0.063,167.72,21,0,10,0,
C00804,2024-10-24,Nigeria,Mobile,Organic,Basic,99.0,0.042,94.84,15,0,4,0,
C00805,2026-01-29,South Africa,Desktop,Organic,Basic,99.0,0.025,96.52,40,2,9,1,2026-08-25
C00806,2024-02-03,Germany,Mobile,Organic,Standard,179.0,0.075,165.58,18,0,6,0,
C00807,2025-10-31,South Africa,Mobile,Organic,Basic,99.0,0.095,89.6,22,2,5,1,2027-02-22
C00808,2025-06-05,Germany,Mobile,Paid Social,Basic,99.0,0.18,81.18,12,2,5,1,2026-05-10
C00809,2024-08-04,South Africa,Desktop,Referral,Basic,99.0,0.013,97.71,22,2,6,1,2025-01-21
C00810,2025-08-15,United Kingdom,Mobile,Paid Social,Basic,99.0,0.09,90.09,25,1,4,1,2026-03-22
C00811,2025-09-29,United Kingdom,Mobile,Organic,Basic,99.0,0.001,98.9,13,2,7,0,
C00812,2024-02-02,South Africa,Desktop,Paid Social,Standard,179.0,0.06,168.26,21,3,6,1,2025-02-12
C00813,2024-03-22,South Africa,Mobile,Organic,Basic,99.0,0.098,89.3,11,1,8,0,
C00814,2025-05-22,India,Mobile,Organic,Basic,99.0,0.099,89.2,9,1,7,1,2025-10-31
C00815,2026-01-31,Nigeria,Mobile,Organic,Standard,179.0,0.078,165.04,29,3,5,1,2027-01-11
C00816,2024-01-19,South Africa,Mobile,Organic,Basic,99.0,0.016,97.42,14,1,8,0,
C00817,2025-05-22,South Africa,Mobile,Organic,Standard,179.0,0.098,161.46,3,2,9,0,
C00818,2024-04-14,South Africa,Mobile,Referral,Basic,99.0,0.033,95.73,32,0,9,0,
C00819,2025-05-10,United Kingdom,Mobile,Paid Social,Basic,99.0,0.237,75.54,12,2,7,1,2026-01-14
C00820,2025-04-19,United Kingdom,Mobile,Paid Social,Basic,99.0,0.103,88.8,16,1,8,1,2026-03-06
C00821,2024-03-09,South Africa,Mobile,Organic,Standard,179.0,0.005,178.1,34,1,9,0,
C00822,2025-06-02,Nigeria,Mobile,Referral,Basic,99.0,0.083,90.78,17,0,10,0,
C00823,2025-11-14,Germany,Mobile,Paid Social,Premium,299.0,0.097,270.0,23,2,8,1,2026-05-15
C00824,2025-10-19,India,Mobile,Organic,Basic,99.0,0.078,91.28,8,0,7,0,
C00825,2024-01-23,South Africa,Mobile,Paid Social,Standard,179.0,0.241,135.86,8,2,6,0,
C00826,2024-07-06,South Africa,Mobile,Paid Search,Standard,179.0,0.148,152.51,20,2,7,0,
C00827,2024-07-02,South Africa,Mobile,Paid Search,Basic,99.0,0.148,84.35,21,2,5,1,2025-06-21
C00828,2024-12-11,South Africa,Desktop,Organic,Standard,179.0,0.079,164.86,23,0,8,0,
C00829,2024-04-18,South Africa,Desktop,Paid Search,Basic,99.0,0.141,85.04,14,4,4,1,2025-07-03
C00830,2025-10-13,South Africa,Mobile,Organic,Basic,99.0,0.091,89.99,18,1,9,0,
C00831,2025-08-14,South Africa,Mobile,Organic,Basic,99.0,0.012,97.81,3,0,3,1,2025-09-10
C00832,2025-09-07,United Kingdom,Mobile,Organic,Standard,179.0,0.031,173.45,25,1,3,1,2027-02-02
C00833,2024-05-31,South Africa,Desktop,Partner,Premium,299.0,0.107,267.01,25,0,6,1,2025-01-23
C00834,2024-01-12,Germany,Mobile,Organic,Basic,99.0,0.068,92.27,34,0,6,0,
C00835,2025-11-24,South Africa,Mobile,Organic,Standard,179.0,0.079,164.86,21,0,5,0,
C00836,2024-08-08,Nigeria,Mobile,Organic,Standard,179.0,0.096,161.82,13,1,6,0,
C00837,2025-05-15,South Africa,Mobile,Referral,Basic,99.0,0.03,96.03,18,0,6,0,
C00838,2025-11-23,India,Mobile,Paid Search,Standard,179.0,0.103,160.56,18,1,7,0,
C00839,2024-01-28,India,Desktop,Referral,Standard,179.0,0.003,178.46,24,1,6,0,
C00840,2024-01-05,South Africa,Desktop,Organic,Premium,299.0,0.025,291.52,24,0,6,0,
C00841,2024-01-05,United Kingdom,Mobile,Organic,Premium,299.0,0.037,287.94,14,0,7,0,
C00842,2024-04-29,South Africa,Mobile,Paid Search,Basic,99.0,0.052,93.85,5,1,8,1,2025-05-26
C00843,2024-02-09,Nigeria,Mobile,Organic,Basic,99.0,0.047,94.35,20,3,8,1,2025-01-19
C00844,2025-09-16,South Africa,Mobile,Referral,Standard,179.0,0.036,172.56,32,1,7,0,
C00845,2025-04-06,South Africa,Mobile,Referral,Basic,99.0,0.062,92.86,19,1,6,1,2025-09-15
C00846,2026-01-16,South Africa,Mobile,Paid Search,Basic,99.0,0.173,81.87,25,2,7,0,
C00847,2025-09-02,USA,Desktop,Partner,Premium,299.0,0.098,269.7,32,0,8,0,
C00848,2026-01-03,South Africa,Tablet,Paid Search,Basic,99.0,0.188,80.39,20,0,7,1,2027-01-11
C00849,2024-06-30,Nigeria,Desktop,Organic,Standard,179.0,0.07,166.47,14,1,10,0,
C00850,2024-08-07,South Africa,Desktop,Paid Search,Premium,299.0,0.176,246.38,26,1,4,0,
C00851,2025-10-09,South Africa,Mobile,Organic,Basic,99.0,0.083,90.78,28,1,5,1,2026-10-29
C00852,2024-07-05,South Africa,Mobile,Referral,Standard,179.0,0.021,175.24,25,1,7,1,2025-01-30
C00853,2024-02-13,USA,Mobile,Organic,Premium,299.0,0.054,282.85,30,1,6,1,2024-09-13
C00854,2025-05-24,India,Mobile,Organic,Standard,179.0,0.09,162.89,17,2,4,1,2026-09-01
C00855,2025-09-02,South Africa,Mobile,Paid Search,Basic,99.0,0.177,81.48,16,3,3,1,2026-06-24
C00856,2026-01-07,Germany,Desktop,Organic,Basic,99.0,0.043,94.74,17,1,7,1,2026-03-31
C00857,2025-12-07,South Africa,Mobile,Organic,Premium,299.0,0.098,269.7,24,5,4,1,2026-12-18
C00858,2024-04-01,South Africa,Mobile,Paid Social,Basic,99.0,0.058,93.26,27,1,4,0,
C00859,2025-08-11,Kenya,Mobile,Organic,Standard,179.0,0.071,166.29,3,2,7,1,2026-05-06
C00860,2025-10-06,South Africa,Tablet,Paid Search,Basic,99.0,0.189,80.29,18,2,7,1,2026-10-19
C00861,2025-06-15,South Africa,Mobile,Organic,Basic,99.0,0.015,97.52,17,0,7,0,
C00862,2025-09-16,Germany,Mobile,Organic,Premium,299.0,0.071,277.77,13,0,6,0,
C00863,2025-09-30,South Africa,Mobile,Organic,Standard,179.0,0.047,170.59,26,0,7,0,
C00864,2024-12-06,USA,Desktop,Referral,Premium,299.0,0.085,273.59,18,0,8,1,2025-03-20
C00865,2024-01-31,United Kingdom,Tablet,Partner,Basic,99.0,0.031,95.93,15,2,4,0,
C00866,2024-12-13,India,Mobile,Organic,Standard,179.0,0.087,163.43,36,1,4,0,
C00867,2024-06-02,United Kingdom,Desktop,Partner,Premium,299.0,0.106,267.31,32,1,6,0,
C00868,2024-03-27,India,Mobile,Paid Social,Basic,99.0,0.133,85.83,23,1,7,0,
C00869,2024-04-05,South Africa,Desktop,Paid Social,Basic,99.0,0.057,93.36,21,0,5,1,2024-11-07
C00870,2025-06-15,Nigeria,Mobile,Paid Social,Premium,299.0,0.112,265.51,23,1,7,1,2026-02-15
C00871,2025-01-19,Kenya,Mobile,Paid Social,Basic,99.0,0.246,74.65,34,2,8,1,2025-09-08
C00872,2025-02-15,USA,Desktop,Referral,Standard,179.0,0.005,178.1,27,1,8,0,
C00873,2025-07-21,South Africa,Mobile,Paid Search,Premium,299.0,0.002,298.4,18,0,7,1,2025-09-30
C00874,2025-02-21,Nigeria,Mobile,Paid Search,Basic,99.0,0.061,92.96,7,0,6,1,2026-04-28
C00875,2025-04-25,India,Desktop,Organic,Basic,99.0,0.031,95.93,23,0,7,0,
C00876,2024-03-06,South Africa,Tablet,Organic,Basic,99.0,0.093,89.79,18,1,4,1,2024-08-26
C00877,2025-10-10,India,Mobile,Paid Social,Basic,99.0,0.053,93.75,7,1,4,1,2026-09-24
C00878,2024-12-07,South Africa,Desktop,Organic,Basic,99.0,0.099,89.2,21,0,5,0,
C00879,2024-04-28,South Africa,Desktop,Organic,Standard,179.0,0.048,170.41,19,1,7,0,
C00880,2025-09-11,Nigeria,Mobile,Organic,Basic,99.0,0.018,97.22,22,2,8,0,
C00881,2025-07-13,South Africa,Desktop,Organic,Standard,179.0,0.049,170.23,25,2,5,0,
C00882,2024-02-10,South Africa,Mobile,Paid Social,Basic,99.0,0.205,78.7,13,0,7,0,
C00883,2024-05-27,South Africa,Desktop,Paid Social,Basic,99.0,0.235,75.74,23,2,4,1,2024-06-13
C00884,2024-01-13,South Africa,Mobile,Paid Search,Basic,99.0,0.043,94.74,14,4,3,1,2025-04-19
C00885,2024-07-25,India,Mobile,Organic,Standard,179.0,0.04,171.84,18,2,6,0,
C00886,2024-03-17,USA,Mobile,Paid Search,Standard,179.0,0.026,174.35,17,1,5,0,
C00887,2025-06-24,Nigeria,Mobile,Organic,Basic,99.0,0.041,94.94,27,0,8,0,
C00888,2025-02-02,South Africa,Desktop,Paid Social,Premium,299.0,0.016,294.22,22,0,6,1,2025-05-03
C00889,2026-01-16,Nigeria,Tablet,Paid Search,Standard,179.0,0.066,167.19,32,2,7,1,2027-02-26
C00890,2025-07-25,India,Mobile,Paid Search,Basic,99.0,0.248,74.45,32,1,5,1,2026-11-26
C00891,2025-04-10,Germany,Mobile,Paid Search,Premium,299.0,0.011,295.71,18,2,5,1,2026-07-02
C00892,2025-01-23,South Africa,Mobile,Partner,Basic,99.0,0.215,77.72,0,4,8,1,2026-02-19
C00893,2024-02-11,South Africa,Mobile,Paid Social,Basic,99.0,0.019,97.12,26,0,4,0,
C00894,2024-02-23,USA,Mobile,Paid Search,Standard,179.0,0.132,155.37,18,2,8,1,2025-06-12
C00895,2025-04-14,India,Desktop,Paid Search,Basic,99.0,0.113,87.81,11,2,10,0,
C00896,2024-01-04,South Africa,Desktop,Organic,Basic,99.0,0.009,98.11,13,0,9,0,
C00897,2024-02-02,India,Mobile,Partner,Standard,179.0,0.05,170.05,18,0,5,1,2024-04-15
C00898,2024-06-15,South Africa,Mobile,Organic,Basic,99.0,0.037,95.34,28,1,10,0,
C00899,2025-11-04,South Africa,Mobile,Organic,Premium,299.0,0.024,291.82,25,2,7,0,
C00900,2024-12-15,India,Mobile,Partner,Premium,299.0,0.181,244.88,34,0,5,1,2026-01-18
C00901,2025-06-24,Nigeria,Mobile,Paid Social,Standard,179.0,0.175,147.67,25,1,7,0,
C00902,2024-11-09,South Africa,Mobile,Organic,Standard,179.0,0.047,170.59,19,1,6,0,
C00903,2024-05-11,USA,Mobile,Organic,Standard,179.0,0.084,163.96,18,1,5,0,
C00904,2024-10-09,India,Mobile,Organic,Premium,299.0,0.093,271.19,28,0,9,0,
C00905,2024-03-10,South Africa,Desktop,Paid Social,Basic,99.0,0.15,84.15,25,2,6,0,
C00906,2025-08-09,United Kingdom,Mobile,Organic,Basic,99.0,0.064,92.66,26,3,5,1,2026-11-28
C00907,2024-05-19,India,Mobile,Partner,Standard,179.0,0.074,165.75,19,0,5,0,
C00908,2024-10-13,Nigeria,Mobile,Partner,Standard,179.0,0.065,167.36,22,1,7,0,
C00909,2026-01-16,Brazil,Desktop,Paid Search,Basic,99.0,0.237,75.54,23,1,5,0,
C00910,2025-03-27,United Kingdom,Mobile,Paid Social,Standard,179.0,0.182,146.42,18,0,5,0,
C00911,2024-12-15,South Africa,Mobile,Organic,Basic,99.0,0.017,97.32,9,0,7,0,
C00912,2025-02-17,South Africa,Mobile,Organic,Premium,299.0,0.094,270.89,18,2,9,0,
C00913,2025-08-20,India,Mobile,Paid Social,Basic,99.0,0.146,84.55,16,0,7,1,2026-08-21
C00914,2024-07-12,Brazil,Mobile,Organic,Basic,99.0,0.034,95.63,23,0,8,0,
C00915,2025-04-29,South Africa,Desktop,Organic,Basic,99.0,0.078,91.28,28,0,6,1,2026-09-06
C00916,2025-10-26,South Africa,Mobile,Organic,Basic,99.0,0.01,98.01,7,1,7,0,
C00917,2025-03-12,India,Mobile,Organic,Basic,99.0,0.074,91.67,13,0,9,0,
C00918,2024-12-06,South Africa,Mobile,Paid Search,Basic,99.0,0.145,84.64,15,0,6,0,
C00919,2024-04-20,South Africa,Desktop,Paid Social,Basic,99.0,0.178,81.38,24,2,7,1,2024-09-04
C00920,2024-07-08,USA,Desktop,Referral,Basic,99.0,0.068,92.27,14,1,9,0,
C00921,2025-12-21,India,Desktop,Paid Social,Basic,99.0,0.236,75.64,15,3,4,1,2026-11-13
C00922,2025-02-16,USA,Mobile,Referral,Basic,99.0,0.053,93.75,7,4,4,1,2025-03-27
C00923,2024-08-17,United Kingdom,Desktop,Paid Search,Basic,99.0,0.105,88.6,22,3,4,1,2025-02-04
C00924,2024-11-14,South Africa,Desktop,Referral,Basic,99.0,0.006,98.41,17,0,5,0,
C00925,2025-03-16,USA,Mobile,Paid Search,Basic,99.0,0.152,83.95,13,2,5,1,2026-08-05
C00926,2025-02-13,South Africa,Mobile,Organic,Basic,99.0,0.06,93.06,16,1,10,0,
C00927,2025-06-17,South Africa,Desktop,Partner,Basic,99.0,0.162,82.96,27,0,4,1,2026-01-15
C00928,2024-07-15,USA,Mobile,Organic,Standard,179.0,0.005,178.1,13,0,10,0,
C00929,2025-05-09,United Kingdom,Desktop,Organic,Premium,299.0,0.038,287.64,17,1,6,0,
C00930,2024-12-03,USA,Mobile,Organic,Premium,299.0,0.061,280.76,34,2,10,0,
C00931,2025-12-17,South Africa,Mobile,Organic,Standard,179.0,0.066,167.19,22,0,6,0,
C00932,2024-04-30,Brazil,Mobile,Organic,Standard,179.0,0.083,164.14,26,0,7,0,
C00933,2024-04-23,United Kingdom,Desktop,Paid Search,Basic,99.0,0.138,85.34,21,0,6,0,
C00934,2024-12-17,United Kingdom,Desktop,Referral,Standard,179.0,0.055,169.16,21,1,6,0,
C00935,2025-01-22,USA,Mobile,Organic,Standard,179.0,0.058,168.62,18,2,8,1,2026-04-22
C00936,2025-06-10,South Africa,Mobile,Paid Search,Premium,299.0,0.081,274.78,31,3,6,1,2026-10-23
C00937,2024-11-03,Germany,Mobile,Organic,Premium,299.0,0.005,297.5,33,1,9,0,
C00938,2025-11-27,United Kingdom,Mobile,Referral,Basic,99.0,0.0,99.0,27,2,5,0,
C00939,2024-12-27,India,Tablet,Organic,Standard,179.0,0.084,163.96,12,0,8,0,
C00940,2024-04-08,USA,Mobile,Organic,Premium,299.0,0.02,293.02,34,0,5,0,
C00941,2024-03-31,United Kingdom,Mobile,Paid Search,Basic,99.0,0.151,84.05,15,2,3,1,2025-07-31
C00942,2026-01-11,South Africa,Mobile,Paid Social,Premium,299.0,0.146,255.35,18,1,8,0,
C00943,2024-04-12,South Africa,Tablet,Referral,Basic,99.0,0.04,95.04,17,0,8,0,
C00944,2025-12-23,Brazil,Mobile,Paid Social,Premium,299.0,0.052,283.45,31,0,7,0,
C00945,2024-07-30,Brazil,Desktop,Referral,Standard,179.0,0.07,166.47,25,0,8,0,
C00946,2024-03-12,Brazil,Mobile,Paid Search,Basic,99.0,0.023,96.72,16,0,9,0,
C00947,2024-08-20,South Africa,Mobile,Organic,Standard,179.0,0.078,165.04,28,2,10,0,
C00948,2025-04-13,South Africa,Desktop,Organic,Basic,99.0,0.051,93.95,19,1,5,0,
C00949,2024-11-22,India,Mobile,Organic,Standard,179.0,0.035,172.74,16,2,9,1,2025-08-07
C00950,2025-08-21,India,Desktop,Organic,Standard,179.0,0.073,165.93,15,1,10,0,
C00951,2025-04-10,South Africa,Mobile,Paid Search,Standard,179.0,0.156,151.08,24,0,7,0,
C00952,2024-11-01,Nigeria,Desktop,Organic,Premium,299.0,0.031,289.73,23,1,4,0,
C00953,2025-04-28,South Africa,Desktop,Paid Search,Basic,99.0,0.218,77.42,7,2,3,1,2025-10-23
C00954,2026-01-10,Kenya,Desktop,Paid Search,Basic,99.0,0.054,93.65,25,1,6,0,
C00955,2024-11-09,South Africa,Mobile,Paid Social,Basic,99.0,0.06,93.06,14,3,9,1,2025-03-21
C00956,2024-04-26,South Africa,Desktop,Paid Social,Basic,99.0,0.086,90.49,31,0,7,0,
C00957,2024-11-07,South Africa,Tablet,Organic,Basic,99.0,0.028,96.23,7,1,5,1,2026-02-25
C00958,2025-10-02,USA,Mobile,Organic,Basic,99.0,0.045,94.54,17,1,5,1,2027-02-10
C00959,2024-06-14,Germany,Mobile,Paid Social,Basic,99.0,0.058,93.26,12,2,5,0,
C00960,2025-12-24,USA,Desktop,Paid Social,Basic,99.0,0.056,93.46,10,1,7,1,2026-06-11
C00961,2025-03-24,Kenya,Mobile,Organic,Premium,299.0,0.076,276.28,20,1,6,1,2026-06-06
C00962,2025-04-03,South Africa,Desktop,Organic,Basic,99.0,0.026,96.43,32,1,10,0,
C00963,2024-08-29,South Africa,Desktop,Paid Social,Premium,299.0,0.172,247.57,25,1,8,0,
C00964,2025-12-02,United Kingdom,Mobile,Paid Social,Basic,99.0,0.244,74.84,12,1,7,1,2025-12-19
C00965,2024-01-28,South Africa,Mobile,Organic,Basic,99.0,0.077,91.38,3,0,7,0,
C00966,2024-08-15,Germany,Mobile,Paid Search,Standard,179.0,0.098,161.46,7,0,5,0,
C00967,2024-11-14,India,Mobile,Referral,Basic,99.0,0.089,90.19,14,1,6,0,
C00968,2024-12-29,USA,Desktop,Organic,Basic,99.0,0.008,98.21,13,0,3,1,2025-05-04
C00969,2024-12-27,South Africa,Mobile,Referral,Standard,179.0,0.07,166.47,19,1,8,1,2026-01-29
C00970,2024-04-22,Kenya,Mobile,Organic,Basic,99.0,0.097,89.4,0,2,7,0,
C00971,2024-06-20,South Africa,Desktop,Paid Search,Basic,99.0,0.019,97.12,17,0,9,0,
C00972,2024-03-13,South Africa,Mobile,Paid Search,Standard,179.0,0.223,139.08,29,0,6,1,2025-02-04
C00973,2025-03-12,Germany,Desktop,Organic,Basic,99.0,0.1,89.1,31,0,7,0,
C00974,2024-09-24,Nigeria,Mobile,Referral,Premium,299.0,0.017,293.92,9,3,3,1,2025-09-25
C00975,2025-03-07,Germany,Mobile,Paid Search,Basic,99.0,0.135,85.64,12,2,8,0,
C00976,2025-03-25,South Africa,Mobile,Partner,Premium,299.0,0.098,269.7,17,1,7,0,
C00977,2025-06-18,Brazil,Desktop,Organic,Standard,179.0,0.046,170.77,22,0,9,0,
C00978,2025-02-20,Brazil,Desktop,Referral,Premium,299.0,0.042,286.44,14,1,6,0,
C00979,2025-05-08,Kenya,Desktop,Partner,Premium,299.0,0.127,261.03,37,2,7,1,2025-10-10
C00980,2025-03-23,India,Tablet,Paid Search,Basic,99.0,0.008,98.21,18,0,10,0,
C00981,2025-05-12,South Africa,Desktop,Organic,Standard,179.0,0.048,170.41,20,2,6,1,2025-09-28
C00982,2025-04-14,Germany,Desktop,Paid Social,Basic,99.0,0.232,76.03,31,0,9,0,
C00983,2024-08-28,USA,Mobile,Paid Search,Premium,299.0,0.093,271.19,24,0,8,0,
C00984,2024-07-06,India,Desktop,Partner,Standard,179.0,0.103,160.56,24,2,9,1,2025-01-14
C00985,2025-08-23,India,Desktop,Paid Search,Basic,99.0,0.156,83.56,12,3,6,1,2026-03-28
C00986,2024-09-18,Kenya,Desktop,Organic,Premium,299.0,0.001,298.7,13,1,7,1,2025-02-18
C00987,2025-02-22,India,Mobile,Organic,Basic,99.0,0.063,92.76,13,5,5,1,2025-06-21
C00988,2024-05-30,Germany,Mobile,Paid Social,Standard,179.0,0.213,140.87,38,3,4,1,2025-05-09
C00989,2024-11-24,South Africa,Desktop,Partner,Standard,179.0,0.028,173.99,26,3,4,0,
C00990,2025-02-07,South Africa,Mobile,Organic,Basic,99.0,0.021,96.92,20,0,9,0,
C00991,2025-04-22,India,Mobile,Paid Social,Standard,179.0,0.226,138.55,13,2,5,0,
C00992,2025-02-05,United Kingdom,Tablet,Partner,Premium,299.0,0.13,260.13,31,0,9,0,
C00993,2024-10-01,Kenya,Mobile,Organic,Basic,99.0,0.057,93.36,7,2,8,0,
C00994,2026-01-02,USA,Mobile,Organic,Standard,179.0,0.086,163.61,8,0,9,0,
C00995,2025-01-25,United Kingdom,Mobile,Paid Social,Basic,99.0,0.112,87.91,14,1,6,0,
C00996,2025-09-07,South Africa,Mobile,Paid Social,Standard,179.0,0.051,169.87,37,1,6,0,
C00997,2025-07-15,South Africa,Desktop,Organic,Basic,99.0,0.066,92.47,33,1,8,0,
C00998,2025-03-01,Nigeria,Desktop,Referral,Premium,299.0,0.066,279.27,20,3,6,0,
C00999,2025-11-06,India,Tablet,Paid Search,Premium,299.0,0.065,279.56,19,2,5,0,
C01000,2024-04-07,Nigeria,Desktop,Referral,Basic,99.0,0.046,94.45,5,1,10,0,
C01001,2025-12-02,Kenya,Desktop,Referral,Basic,99.0,0.071,91.97,19,0,6,0,
C01002,2025-10-09,Germany,Mobile,Referral,Standard,179.0,0.061,168.08,22,1,5,0,
C01003,2025-01-18,Germany,Desktop,Paid Search,Standard,179.0,0.099,161.28,27,2,7,0,
C01004,2025-07-12,India,Mobile,Organic,Basic,99.0,0.013,97.71,25,1,8,1,2026-07-13
C01005,2025-01-31,South Africa,Mobile,Paid Search,Basic,99.0,0.159,83.26,16,2,2,1,2026-03-11
C01006,2024-07-23,India,Tablet,Organic,Basic,99.0,0.065,92.57,22,1,9,0,
C01007,2025-09-01,Kenya,Desktop,Paid Social,Premium,299.0,0.107,267.01,18,1,4,1,2025-11-06
C01008,2024-07-06,South Africa,Mobile,Organic,Standard,179.0,0.036,172.56,25,1,8,0,
C01009,2024-08-27,United Kingdom,Desktop,Paid Search,Premium,299.0,0.167,249.07,20,1,5,1,2025-03-22
C01010,2025-01-30,Germany,Mobile,Organic,Standard,179.0,0.096,161.82,25,0,10,0,
C01011,2025-09-30,Kenya,Mobile,Organic,Premium,299.0,0.086,273.29,27,2,6,1,2027-03-03
C01012,2024-10-19,India,Mobile,Organic,Basic,99.0,0.056,93.46,19,0,6,0,
C01013,2025-01-11,South Africa,Mobile,Paid Social,Basic,99.0,0.213,77.91,24,1,5,1,2025-04-26
C01014,2024-02-01,South Africa,Mobile,Referral,Premium,299.0,0.074,276.87,11,1,6,1,2025-06-07
C01015,2024-03-29,South Africa,Mobile,Organic,Premium,299.0,0.053,283.15,15,0,6,1,2024-06-22
C01016,2024-02-12,South Africa,Mobile,Referral,Basic,99.0,0.098,89.3,16,1,8,0,
C01017,2024-02-24,Germany,Mobile,Referral,Basic,99.0,0.006,98.41,6,1,7,0,
C01018,2025-10-23,India,Desktop,Organic,Standard,179.0,0.003,178.46,18,1,5,0,
C01019,2025-10-03,Germany,Desktop,Paid Social,Basic,99.0,0.082,90.88,15,3,4,1,2026-08-23
C01020,2025-09-18,South Africa,Desktop,Paid Search,Basic,99.0,0.23,76.23,28,2,7,1,2026-12-19
C01021,2024-02-12,South Africa,Mobile,Organic,Premium,299.0,0.06,281.06,25,3,4,1,2025-06-11
C01022,2024-02-29,South Africa,Desktop,Paid Search,Basic,99.0,0.034,95.63,26,0,7,1,2024-08-02
C01023,2024-08-01,United Kingdom,Desktop,Organic,Standard,179.0,0.014,176.49,23,0,7,0,
C01024,2025-03-06,South Africa,Mobile,Referral,Basic,99.0,0.044,94.64,14,2,6,1,2026-01-31
C01025,2024-09-11,Kenya,Mobile,Partner,Basic,99.0,0.237,75.54,19,1,9,0,
C01026,2025-01-06,India,Mobile,Referral,Standard,179.0,0.083,164.14,27,1,4,0,
C01027,2024-05-11,United Kingdom,Mobile,Paid Search,Basic,99.0,0.058,93.26,28,4,4,1,2024-07-27
C01028,2025-07-10,South Africa,Mobile,Paid Search,Standard,179.0,0.052,169.69,20,2,8,1,2026-05-14
C01029,2024-08-27,South Africa,Mobile,Partner,Basic,99.0,0.231,76.13,5,0,9,1,2025-10-13
C01030,2024-02-20,United Kingdom,Mobile,Organic,Premium,299.0,0.045,285.54,10,0,10,1,2024-07-03
C01031,2025-07-19,Nigeria,Desktop,Organic,Standard,179.0,0.077,165.22,18,2,6,1,2025-12-11
C01032,2025-11-18,South Africa,Mobile,Paid Search,Premium,299.0,0.028,290.63,6,2,8,0,
C01033,2024-01-12,USA,Mobile,Organic,Basic,99.0,0.028,96.23,32,0,7,1,2025-04-16
C01034,2024-11-28,Kenya,Desktop,Organic,Basic,99.0,0.075,91.58,23,0,9,0,
C01035,2025-09-22,Kenya,Mobile,Organic,Basic,99.0,0.052,93.85,13,0,8,0,
C01036,2025-06-22,South Africa,Mobile,Paid Social,Standard,179.0,0.093,162.35,12,1,9,0,
C01037,2025-10-14,South Africa,Mobile,Organic,Basic,99.0,0.056,93.46,26,0,8,0,
C01038,2024-11-12,South Africa,Mobile,Organic,Basic,99.0,0.095,89.6,9,0,7,1,2025-11-18
C01039,2024-10-10,South Africa,Mobile,Organic,Basic,99.0,0.071,91.97,10,2,4,1,2025-12-18
C01040,2025-06-24,Nigeria,Mobile,Organic,Basic,99.0,0.03,96.03,12,2,5,1,2026-04-22
C01041,2024-04-27,Kenya,Mobile,Referral,Basic,99.0,0.071,91.97,19,1,6,0,
C01042,2024-07-01,USA,Tablet,Organic,Basic,99.0,0.028,96.23,23,2,5,0,
C01043,2025-04-02,USA,Desktop,Paid Social,Basic,99.0,0.039,95.14,28,2,3,1,2025-11-12
C01044,2025-05-24,South Africa,Mobile,Paid Social,Standard,179.0,0.018,175.78,29,3,4,1,2026-02-14
C01045,2024-04-01,South Africa,Mobile,Organic,Basic,99.0,0.025,96.52,18,0,7,0,
